age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
38,BLUE-COLLAR,DIVORCED,SECONDARY,NO,0,YES,NO,CELLULAR,11,MAY,580,1,173,1,FAILURE,NO
40,TECHNICIAN,MARRIED,SECONDARY,NO,4441,YES,NO,CELLULAR,20,NOV,153,2,183,2,FAILURE,NO
30,TECHNICIAN,SINGLE,TERTIARY,NO,1185,YES,NO,CELLULAR,30,APR,284,1,339,1,FAILURE,NO
32,BLUE-COLLAR,MARRIED,SECONDARY,NO,2,YES,NO,CELLULAR,15,MAY,16,9,309,1,FAILURE,NO
40,SERVICES,MARRIED,SECONDARY,NO,9374,YES,NO,CELLULAR,21,NOV,7,8,185,1,FAILURE,NO
31,ADMIN.,DIVORCED,SECONDARY,NO,360,NO,NO,CELLULAR,15,MAY,332,1,297,2,OTHER,NO
28,TECHNICIAN,SINGLE,SECONDARY,NO,1532,NO,NO,CELLULAR,22,MAY,253,1,107,5,FAILURE,NO
29,MANAGEMENT,SINGLE,TERTIARY,NO,1673,NO,NO,CELLULAR,16,AUG,200,2,159,3,OTHER,NO
70,RETIRED,MARRIED,SECONDARY,NO,616,NO,NO,CELLULAR,27,APR,149,2,182,1,FAILURE,NO
36,SERVICES,MARRIED,SECONDARY,NO,3064,YES,NO,TELEPHONE,26,AUG,240,3,107,4,FAILURE,NO
31,SERVICES,SINGLE,SECONDARY,NO,481,YES,NO,CELLULAR,20,NOV,106,2,183,2,FAILURE,NO
28,ADMIN.,MARRIED,SECONDARY,NO,12,YES,NO,CELLULAR,30,JAN,73,3,256,3,OTHER,NO
53,BLUE-COLLAR,MARRIED,PRIMARY,NO,53,YES,NO,CELLULAR,7,APR,208,1,140,1,FAILURE,NO
40,BLUE-COLLAR,MARRIED,PRIMARY,NO,2805,YES,NO,CELLULAR,14,MAY,173,6,353,23,FAILURE,NO
51,MANAGEMENT,MARRIED,TERTIARY,NO,1612,NO,NO,CELLULAR,16,MAR,384,1,182,5,FAILURE,NO
69,RETIRED,SINGLE,TERTIARY,NO,2144,NO,NO,CELLULAR,29,JUL,417,1,184,4,SUCCESS,YES
26,ENTREPRENEUR,MARRIED,TERTIARY,NO,37,YES,YES,CELLULAR,6,MAY,207,1,363,2,FAILURE,NO
34,MANAGEMENT,MARRIED,TERTIARY,NO,436,YES,NO,CELLULAR,17,APR,28,1,345,1,FAILURE,NO
33,TECHNICIAN,SINGLE,SECONDARY,NO,647,YES,YES,CELLULAR,4,FEB,124,1,273,1,OTHER,NO
50,BLUE-COLLAR,MARRIED,PRIMARY,NO,2142,YES,NO,CELLULAR,29,JAN,309,2,224,1,OTHER,NO
33,SERVICES,SINGLE,SECONDARY,NO,358,YES,NO,CELLULAR,7,MAY,302,1,356,3,FAILURE,NO
32,MANAGEMENT,SINGLE,TERTIARY,NO,473,YES,NO,CELLULAR,11,MAY,72,2,361,1,OTHER,NO
37,MANAGEMENT,MARRIED,TERTIARY,NO,0,NO,NO,CELLULAR,11,MAR,129,4,107,2,FAILURE,NO
33,TECHNICIAN,MARRIED,TERTIARY,NO,8023,NO,NO,CELLULAR,25,FEB,196,1,87,4,FAILURE,NO
21,STUDENT,SINGLE,SECONDARY,NO,6844,NO,NO,CELLULAR,14,AUG,126,3,127,7,OTHER,NO
53,UNEMPLOYED,MARRIED,SECONDARY,NO,94,NO,NO,CELLULAR,10,AUG,493,1,181,14,SUCCESS,YES
57,RETIRED,MARRIED,SECONDARY,NO,1044,NO,NO,TELEPHONE,11,JAN,585,1,192,2,SUCCESS,YES
35,SERVICES,DIVORCED,SECONDARY,NO,221,YES,NO,CELLULAR,14,MAY,150,1,360,1,FAILURE,NO
52,TECHNICIAN,MARRIED,TERTIARY,NO,0,NO,NO,CELLULAR,9,AUG,145,3,94,4,SUCCESS,NO
31,MANAGEMENT,SINGLE,TERTIARY,NO,1130,YES,NO,CELLULAR,17,APR,224,3,74,4,FAILURE,NO
48,BLUE-COLLAR,MARRIED,SECONDARY,NO,480,YES,NO,CELLULAR,15,MAY,830,1,352,2,FAILURE,YES
37,BLUE-COLLAR,DIVORCED,SECONDARY,NO,33,YES,NO,CELLULAR,20,NOV,106,2,167,1,FAILURE,NO
40,STUDENT,MARRIED,SECONDARY,NO,260,NO,NO,CELLULAR,19,NOV,52,1,152,6,FAILURE,NO
57,TECHNICIAN,MARRIED,SECONDARY,NO,589,YES,NO,CELLULAR,2,FEB,223,1,76,4,FAILURE,NO
37,UNEMPLOYED,MARRIED,SECONDARY,NO,1978,NO,NO,CELLULAR,9,SEP,404,1,182,1,SUCCESS,YES
53,ADMIN.,MARRIED,SECONDARY,NO,459,NO,NO,CELLULAR,14,OCT,317,6,192,1,SUCCESS,NO
62,SELF-EMPLOYED,DIVORCED,TERTIARY,NO,6,YES,NO,CELLULAR,13,OCT,216,1,183,4,SUCCESS,YES
33,MANAGEMENT,SINGLE,TERTIARY,NO,201,YES,NO,CELLULAR,19,NOV,171,1,183,1,FAILURE,NO
58,RETIRED,MARRIED,SECONDARY,NO,3382,NO,YES,CELLULAR,28,MAY,294,2,309,2,FAILURE,NO
59,TECHNICIAN,MARRIED,SECONDARY,NO,2308,NO,NO,CELLULAR,30,APR,815,1,87,1,OTHER,YES
50,TECHNICIAN,MARRIED,TERTIARY,NO,199,YES,YES,CELLULAR,3,FEB,116,2,253,1,FAILURE,NO
35,ADMIN.,MARRIED,SECONDARY,NO,147,YES,YES,CELLULAR,29,JAN,41,1,184,7,FAILURE,NO
52,MANAGEMENT,MARRIED,SECONDARY,NO,335,NO,NO,CELLULAR,21,OCT,411,1,182,1,FAILURE,YES
54,SELF-EMPLOYED,MARRIED,SECONDARY,NO,641,YES,NO,CELLULAR,17,APR,472,1,148,2,FAILURE,NO
40,SERVICES,MARRIED,TERTIARY,NO,35,NO,NO,CELLULAR,3,JUL,318,4,317,3,FAILURE,NO
40,SERVICES,SINGLE,SECONDARY,NO,1547,YES,NO,CELLULAR,12,MAY,88,2,173,1,SUCCESS,NO
30,SERVICES,SINGLE,SECONDARY,NO,20,YES,NO,CELLULAR,20,APR,404,6,340,1,FAILURE,NO
31,TECHNICIAN,SINGLE,SECONDARY,NO,1626,NO,NO,CELLULAR,7,MAY,356,2,286,3,FAILURE,NO
70,RETIRED,DIVORCED,SECONDARY,NO,6850,NO,NO,TELEPHONE,5,MAR,252,3,183,1,FAILURE,NO
83,RETIRED,DIVORCED,PRIMARY,NO,0,NO,NO,TELEPHONE,31,MAY,664,1,77,3,SUCCESS,NO
50,MANAGEMENT,DIVORCED,TERTIARY,NO,100,YES,YES,CELLULAR,13,MAY,157,1,299,3,FAILURE,NO
27,STUDENT,SINGLE,SECONDARY,NO,8366,NO,NO,CELLULAR,7,MAY,458,2,349,1,OTHER,NO
47,BLUE-COLLAR,MARRIED,SECONDARY,NO,2548,YES,NO,CELLULAR,11,MAY,577,1,368,1,OTHER,NO
51,BLUE-COLLAR,MARRIED,PRIMARY,NO,40,YES,NO,CELLULAR,13,MAY,79,1,370,1,FAILURE,NO
32,ADMIN.,MARRIED,SECONDARY,NO,0,YES,YES,CELLULAR,17,NOV,159,2,195,2,FAILURE,NO
40,TECHNICIAN,MARRIED,SECONDARY,NO,697,NO,NO,CELLULAR,24,JUN,220,2,219,2,OTHER,NO
38,BLUE-COLLAR,SINGLE,SECONDARY,NO,13156,YES,NO,CELLULAR,17,APR,291,4,331,1,FAILURE,NO
54,SERVICES,DIVORCED,SECONDARY,NO,1012,YES,NO,CELLULAR,12,MAY,33,3,175,2,OTHER,NO
30,TECHNICIAN,SINGLE,SECONDARY,NO,4787,YES,NO,CELLULAR,18,NOV,266,1,167,2,FAILURE,NO
31,BLUE-COLLAR,MARRIED,SECONDARY,NO,3653,YES,YES,CELLULAR,21,NOV,252,1,168,4,FAILURE,NO
41,RETIRED,SINGLE,PRIMARY,NO,0,NO,NO,CELLULAR,8,MAY,239,1,368,2,FAILURE,NO
35,BLUE-COLLAR,MARRIED,SECONDARY,NO,305,YES,NO,CELLULAR,18,MAY,7,7,367,25,FAILURE,NO
65,RETIRED,MARRIED,PRIMARY,NO,493,NO,NO,CELLULAR,16,OCT,622,1,182,1,FAILURE,NO
45,TECHNICIAN,MARRIED,SECONDARY,NO,999,YES,NO,CELLULAR,20,NOV,215,6,188,2,FAILURE,NO
45,MANAGEMENT,SINGLE,TERTIARY,NO,2048,YES,NO,CELLULAR,18,OCT,310,1,804,1,FAILURE,YES
35,TECHNICIAN,SINGLE,SECONDARY,NO,175,YES,NO,CELLULAR,29,JAN,219,1,246,1,FAILURE,NO
31,TECHNICIAN,SINGLE,SECONDARY,NO,4888,YES,NO,TELEPHONE,5,MAY,475,4,166,2,FAILURE,NO
49,BLUE-COLLAR,SINGLE,PRIMARY,NO,2146,YES,NO,CELLULAR,7,MAY,1516,2,353,2,OTHER,YES
35,BLUE-COLLAR,MARRIED,SECONDARY,NO,5304,YES,NO,CELLULAR,20,NOV,340,1,183,2,FAILURE,NO
37,MANAGEMENT,MARRIED,PRIMARY,NO,3953,YES,NO,CELLULAR,6,APR,610,2,138,1,FAILURE,NO
29,MANAGEMENT,SINGLE,TERTIARY,NO,572,NO,NO,CELLULAR,16,DEC,314,1,195,1,SUCCESS,YES
31,ADMIN.,SINGLE,SECONDARY,NO,223,YES,NO,CELLULAR,17,APR,508,1,315,11,SUCCESS,NO
33,TECHNICIAN,SINGLE,SECONDARY,NO,920,YES,NO,CELLULAR,21,NOV,58,1,122,4,FAILURE,NO
38,MANAGEMENT,SINGLE,TERTIARY,NO,623,NO,NO,CELLULAR,28,JUN,297,4,144,4,OTHER,YES
33,TECHNICIAN,MARRIED,SECONDARY,NO,4790,YES,NO,CELLULAR,20,APR,137,1,272,2,FAILURE,NO
53,BLUE-COLLAR,MARRIED,PRIMARY,NO,238,YES,NO,CELLULAR,11,MAY,238,2,361,5,FAILURE,NO
31,UNEMPLOYED,SINGLE,SECONDARY,NO,315,NO,NO,CELLULAR,30,JAN,130,1,2,1,OTHER,NO
45,MANAGEMENT,MARRIED,TERTIARY,NO,6945,NO,NO,CELLULAR,5,AUG,131,5,356,3,FAILURE,NO
32,TECHNICIAN,SINGLE,SECONDARY,NO,309,YES,YES,CELLULAR,16,APR,346,1,234,3,FAILURE,NO
42,BLUE-COLLAR,SINGLE,SECONDARY,NO,1080,YES,YES,CELLULAR,13,MAY,951,3,370,4,FAILURE,YES
38,BLUE-COLLAR,MARRIED,SECONDARY,NO,1205,YES,NO,CELLULAR,20,APR,45,4,153,1,FAILURE,NO
28,BLUE-COLLAR,MARRIED,SECONDARY,NO,1137,NO,NO,CELLULAR,6,FEB,129,4,211,3,OTHER,NO
44,ENTREPRENEUR,SINGLE,TERTIARY,NO,1136,YES,YES,CELLULAR,3,APR,345,2,249,7,OTHER,NO
